,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Daniel Javier Servitje Montull', 'age': 63, 'title': 'Chairman & CEO', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
1,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Diego  Gaxiola Cuevas', 'age': 51, 'title': 'Group Chief Financial Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
2,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Rafael  Pamias Romero', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
3,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Raúl Ignacio Obregón Servitje', 'age': 50, 'title': 'Chief Global of Information & Transformation', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
4,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Juan Muldoon Barrena', 'age': 61, 'title': 'Chief People Officer', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
5,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. José Gabriel Calderón Goyenaga', 'age': 53, 'title': 'Chief Global Auditing Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
6,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Mark J. Bendix', 'age': 60, 'title': 'Exec. VP', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
7,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Alejandro  Rodríguez Bas', 'age': 55, 'title': 'Chairman of Barcel Global', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
8,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Tony  Gavin', 'age': 62, 'title': 'Pres of Bimbo Bakeries USA', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
9,ProlongaciOn Paseo de laReforma No 1000,"Colonia PeNa Blanca Santa Fe Alvaro ObregOn,",Mexico City,DF,01210,Mexico,52 55 5268 6600,https://grupobimbo.com/es,Packaged Foods,Consumer Defensive,"Grupo Bimbo, S.A.B. de C.V., together with its subsidiaries, produces, distributes, and sells various bakery products. It offers sliced bread, buns and rolls, pastries, cakes, cookies, toast, English muffins, bagels, tortillas and flatbreads, and salty snacks. The company provides its products under various brands. It operates bakeries and other plants in Mexico, the United States, Europe, Asia, and Africa. Grupo Bimbo, S.A.B. de C.V. was founded in 1945 and is headquartered in Mexico City, Mexico.",143198,"{'maxAge': 1, 'name': 'Mr. Fernando Lerdo De Tejada Servitje', 'age': 41, 'title': 'Exec. VP of the Latin America Region', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,82.37,82.28,81.51,83.25,82.37,82.28,81.51,83.25,2.08,0.0253,1684195200,0.222,1.34,0.109042,12.725155,16.100195,12050032,12050032,2331951,2513210,2513210,81.83,82.06,263600,342600,362004250624,68.83,103.41,0.87944984,87.1488,89.582,0.78,0.009469466,MXN,488394293248,0.10762,1486556813,4417379840,0.7342,0.07467,23.399,3.5022862,1672444800,1703980800,1688083200,-0.357,28619991040,6.44,5.09,-0.76,4:1,1303689600,1.187,9.513,MEX,EQUITY,BIMBOA.MX,BIMBOA.MX,GRUPO BIMBO SAB DE CV,"Grupo Bimbo, S.A.B. de C.V.",946906200,America/Mexico_City,CDT,-18000000,81.95,119.0,84.0,99.44,97.0,2.5,buy,14,6485787136,1.464,51339808768,127001370624,0.4,0.627,411625816064,119.108,92.935,0.06908,0.28363,206369002000,4319044608,31226380288,-0.355,0.041,0.51449,0.12472,0.090270005,MXN,
