,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Rohtas  Goel', 'age': 60, 'title': 'Founder & Non-Exec. Chairman', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 48000000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
1,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Mohit  Goel', 'age': 33, 'title': 'MD & Director', 'yearBorn': 1989, 'fiscalYear': 2022, 'totalPay': 14400000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
2,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Daleep  Moudgil', 'age': 62, 'title': 'Pres', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
3,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Bhupendra  Singh', 'age': 51, 'title': 'Pres', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
4,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Ms. Vijayalaxmi  Purohit', 'age': 50, 'title': 'Pres', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
5,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Amit  Mehta', 'age': 46, 'title': 'Pres', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
6,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Ram Saran Nigam', 'age': 53, 'title': 'Pres', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
7,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Jatin  Goel', 'age': 29, 'title': 'Director of Operations', 'yearBorn': 1993, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
8,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. D. B. R. Srikanta', 'age': 50, 'title': 'Sr. VP', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
9,Omaxe House,"7, Local Shopping Centre Kalkaji",New Delhi,110019,India,91 11 4189 6680,https://www.omaxe.com,Real Estate—Development,Real Estate,"Omaxe Limited engages in the infrastructure and real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, hotels, and apartments. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",473,"{'maxAge': 1, 'name': 'Mr. Vinit  Goyal', 'age': 35, 'title': 'Whole Time Director', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,44.8,44.25,44.25,46.35,44.8,44.25,44.25,46.35,1568851200,0.0,-0.436835,6.5785713,418976,418976,646623,560281,560281,0.0,0.0,0,0,8422590464,42.05,112.4,0.9729675,47.0,55.7835,0.0,0.0,INR,14682112000,-0.46815,44740407,182900992,0.76842004,0.04946,49.139,0.9371375,1680220800,1711843200,1688083200,-4052600064,-22.77,7.0,49:39,1384128000,1.696,-4.146,NSI,EQUITY,OMAXE.NS,OMAXE.NS,OMAXE LTD,Omaxe Limited,1186631100,Asia/Kolkata,IST,19800000,46.05,none,4931700224,26.95,-3541625088,11068900352,8656600064,121.635,47.308,-682800000,0.762,-0.17930001,-0.40912,-0.50449,INR,
