,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Mr. James Robert Anderson', 'age': 50, 'title': 'Pres, CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1987425, 'exercisedValue': 8494304, 'unexercisedValue': 18938320}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
1,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Ms. Sherri R. Luther', 'age': 56, 'title': 'CFO & Sr. VP', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 965470, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
2,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Mr. Stephen M. Douglass', 'age': 60, 'title': 'Chief Technology Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 980308, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
3,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Mr. Esam  Elashmawi', 'age': 53, 'title': 'Corp. VP, Chief Marketing & Strategy Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 941032, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
4,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Mr. Mark Jon Nelson', 'age': 56, 'title': 'Sr. VP of Worldwide Sales', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1066356, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
5,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': ""Mr. Glenn  O'Rourke"", 'title': 'Sr. VP of Global Operations & Quality', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
6,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Rick  Muscha', 'title': 'Sr. Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
7,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Ms. Tracy Ann Feanny J.D.', 'age': 48, 'title': 'Sr. VP, Gen. Counsel & Sec.', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
8,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Ms. Terese  Kemble', 'title': 'Chief People Officer & SVP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
9,5555 NE Moore Court,Hillsboro,OR,97124-6421,United States,503 268 8000,503 268 8169,https://www.latticesemi.com,Semiconductors,Technology,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP services. It sells its products directly to end customers, and indirectly through a network of independent manufacturers' representatives and independent distributors. The company primarily serves original equipment manufacturers in the communications and computing, consumer, and industrial, and automotive markets. Lattice Semiconductor Corporation was incorporated in 1983 and is headquartered in Hillsboro, Oregon.",949,"{'maxAge': 1, 'name': 'Mr. Jerry  Xu', 'title': 'Pres of Asia Pacific Region', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,3,5,2,1693526400,1672444800,86400,2,84.13,85.33,82.95,85.33,84.13,85.33,82.95,85.33,0.0,1.255186,60.547443,74.0625,100,100,12,10,10,81.78,82.12,140000,140000,11669155840,46.06,90.18,16.143082,83.2526,77.55795,0.0,0.0,EUR,11553055744,0.28337,135944402,137836992,0.01263,1.03332,4.17,19.892086,1672444800,1703980800,1688169600,0.137,204839008,1.37,1.12,4.41,15.982,46.411,FRA,EQUITY,LTT.F,LTT.F,"LATTICE SEMICOND.  DL-,01",Lattice Semiconductor Corporation,946882800,Europe/Berlin,CEST,7200000,82.95,72.0,50.0,62.4,65.5,1.9,buy,10,103773000,0.753,248930000,60610000,2.268,3.747,722857984,10.545,5.262,0.18154,0.40535,452050000,156151504,261346000,0.125,0.178,0.69441,0.34437,0.30061,USD,
