,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Michael F. Roman', 'age': 62, 'title': 'Chairman & CEO', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 3030438, 'exercisedValue': 474479, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
1,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Monish D. Patolawala', 'age': 50, 'title': 'Exec. VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2086773, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
2,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Jeffrey R. Lavers', 'age': 58, 'title': 'Group Pres of Health Care', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1097614, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
3,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Peter D. Gibbons', 'age': 61, 'title': 'Group Pres of Enterprise Operations', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1333946, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
4,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Ms. Theresa E. Reinseth', 'age': 49, 'title': 'Sr. VP, Corp. Controller & Chief Accounting Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
5,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Dr. John P. Banovetz', 'age': 54, 'title': 'Exec. VP, CTO & Environmental Responsibility', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
6,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Mark W. Murphy II', 'age': 54, 'title': 'Exec. VP and Chief Information & Digital Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
7,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Bruce  Jermeland C.F.A.', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
8,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Michael A. Duran', 'title': 'Sr. VP and Chief Ethics & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
9,3M Center,Saint Paul,MN,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,Industrials,"3M Company provides diversified technology services in the United States and internationally. The company operates through four segments: Safety and Industrial; Transportation and Electronics; Health Care; and Consumer. The Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. The Healthcare segment offers health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. The Consumer segment provides consumer bandages, braces, supports, and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in St. Paul, Minnesota.",92000,"{'maxAge': 1, 'name': 'Mr. Kevin H. Rhodes', 'age': 59, 'title': 'Exec. VP & Chief Legal Affairs Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,7,4,7,1693526400,1672444800,86400,2,102.32,101.89,100.65,102.41,102.32,101.89,100.65,102.41,6.0,0.0594,1692316800,3.83,0.968188,10.407826,6002111,6002111,3708340,4066940,4066940,101.06,101.29,800,900,55784308736,92.38,133.91,1.687672,104.1908,108.2074,5.98,0.058444098,USD,68429352960,-0.044320002,551495637,551992000,11899822,10500010,1690761600,1693440000,0.0216,0.00125,0.67402,3.54,0.0216,14.127,7.1536775,1672444800,1703980800,1688083200,-1464999936,-2.79,9.71,2:1,1064880000,2.07,9.162,NYQ,EQUITY,MMM,MMM,3M Company,3M Company,-252322200,America/New_York,EDT,-14400000,101.06,none,4313999872,7.815,7469000192,16899999744,0.847,1.441,33053999104,215.095,59.359,0.074650005,-0.13371,15000000000,3877499904,6237000192,-0.043,0.44134,0.22596,0.17075,USD,3.8743
