,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Rishad Azim Hasham Premji Jr.', 'age': 45, 'title': 'Exec. Chairman', 'yearBorn': 1977, 'fiscalYear': 2023, 'totalPay': 951353, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
1,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Thierry  Delaporte', 'age': 55, 'title': 'MD, CEO, Director & Member of Exec. Board', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 10026942, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
2,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Jatin Pravinchandra Dalal', 'age': 47, 'title': 'Pres, CFO & Exec. Board Member', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 1084693, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
3,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Srinivas  Pallia', 'age': 55, 'title': 'CEO of Americas 1 & Exec. Board Member', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
4,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Saurabh  Govil', 'age': 54, 'title': 'Chief HR Officer & Exec. Board Member', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
5,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Nagendra P. Bandaru', 'title': 'Global Managing Partner of iCORE Bus. Line & Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
6,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Pierre  Bruno', 'title': 'Member of Exec. Board & CEO of Europe', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
7,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Ms. Stephanie  Trautman', 'title': 'Chief Growth Officer & Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
8,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Ms. Suzanne  Dann', 'title': 'CEO of Americas 21 Strategic Market Unit & Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
9,Doddakannelli,Sarjapur Road,Bengaluru,560035,India,91 80 2844 0011,https://www.wipro.com,Information Technology Services,Technology,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology and IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, cloud and infrastructure, business process, cloud, mobility and analytics, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the Indian market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and departments owned or controlled by the Government of India and/or various Indian State Governments. It also provides cybersecurity consulting services. The company was incorporated in 1945 and is based in Bengaluru, India.",250000,"{'maxAge': 1, 'name': 'Mr. Anis  Chenchah', 'title': 'Member of Exec. Board & CEO of APMEA', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,7,5,2,1693526400,1703980800,86400,2,5.29,5.3,5.22,5.31,5.29,5.3,5.22,5.31,0.08,0.0148,1674518400,0.0466,0.54,0.650265,20.88,18.642857,2628927,2628927,1664246,1525890,1525890,5.24,5.25,800,2900,27688548352,4.32,5.31,0.030165104,4.9796,4.77905,1.0,0.18903592,USD,-217896173568,0.12699,1319037534,5211850240,12364226,13520283,1690761600,1693440000,0.0023999999,0.0,0.025309999,8.86,122.08,0.042758845,1680220800,1711843200,1688083200,0.12,116565000192,0.25,0.28,2.26,4:3,1552608000,-0.237,-1.316,NYQ,EQUITY,WIT,WIT,Wipro Limited,Wipro Limited,971962200,America/New_York,EDT,-14400000,5.22,4.7,4.0,4.28,4.3,4.2,underperform,5,421820989440,76.971,165563006976,174694006784,1.585,1.716,917899968512,26.087,167.491,0.07541,0.17235,259430000000,240653991936,166330007552,0.096,0.06,0.29066,0.18037,0.1514,INR,
