,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Mr. Subhoj  Sunyabhisithkul', 'age': 53, 'title': 'Pres, Acting CEO & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
1,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Mr. Somboon  Patcharasopak', 'age': 61, 'title': 'Exec. Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
2,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Mr. Terasak  Jerauswapong', 'age': 60, 'title': 'Exec. Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
3,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Mr. Pleumjai  Sinarkorn', 'age': 89, 'title': 'Exec. Director', 'yearBorn': 1933, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
4,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Ms. Saranya  Amornrattanasuchad', 'title': 'CFO & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
5,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Ms. Suchada  Sestasittikul', 'age': 48, 'title': 'Assistant VP of Accounting Department & Chief Accountant', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
6,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Mr. Teerasak  Tharaworn', 'age': 47, 'title': 'VP of HR Department', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
7,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Ms. Nipaporn  Rattanaramik', 'title': 'Head of Internal Audit', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
8,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Mr. Sang Do Lee', 'age': 46, 'title': 'Chief of Staff', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
9,"200, Chaengwattana Road","29th-30th Floor, Moo 4 Pakkred Sub-district Pakkred District",Nonthaburi,11120,Thailand,66 2 100 3000,66 2 100 3150,https://www.jasmine.com,Telecom Services,Communication Services,"Jasmine International Public Company Limited engages in the telecommunications business in Thailand. The company provides content for internet protocol television services; satellite telecommunications services; internet and international calling card services; online movie and internet protocol television services; computer system integration, software development, and cloud computing services; and high-speed data communication services. It also offers circuit leasing, local and international data communication, and Bitcoin mining services; fixed-line services and data communication network services; and cloud AI, internet of things, and fintech and engineer design and consultancy services in energy management and clean energy systems. In addition, it engages in the rental of office building; distribution of computer products; design, installation, and testing of telecommunications systems; survey, design, and construction for civil work of telecommunications projects; and development, distribution, and provision of various types of software. The company was founded in 1982 and is based in Nonthaburi, Thailand.","{'maxAge': 1, 'name': 'Ms. Pindao  Rojanakul', 'age': 59, 'title': 'Group Accounting Controller', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1606953600,0.0,0.049202,100,100,0,0,0,1460779392,0.17,0.17,0.07466092,0.17,0.17,0.0,0.0,USD,59034034176,-0.18406999,3897529513,8592820224,0.008640001,0.01564,0.076,2.2368422,1672444800,1703980800,1688083200,-3601476096,-0.0,3.017,51.14,PNK,EQUITY,JASUF,JASUF,JASMINE INTERNATIONAL THB0.5(NV,Jasmine International Public Company Limited,1426858200,America/New_York,EDT,-14400000,0.17,none,887372032,0.103,1154365056,57333374976,0.194,0.223,19565514752,3226.655,2.132,-0.0081,-1.00923,5561785822,7002167296,10088530944,-0.05,0.20643999,0.059,-0.05899,THB,
