,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. John  Hutson', 'age': 57, 'title': 'CEO, Member of Management Board & Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 984615, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
1,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. Ben  Whitley', 'age': 44, 'title': 'Fin. Director, Member of Management Board & Exec. Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 383181, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
2,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. James  Ullman', 'age': 51, 'title': 'Personnel & Retail Audit Director, Member of Management Board and Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 249235, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
3,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. Martin  Geoghegan', 'age': 53, 'title': 'Operations Director & Member of Management Board', 'yearBorn': 1969, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
4,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. David  Capstick', 'age': 61, 'title': 'IT & Property Director and Member of Management Board', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
5,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. Nigel  Connor', 'age': 53, 'title': 'Company Sec., Legal Director, Member of Management Board & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
6,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. Michael  Barron', 'age': 36, 'title': 'Commercial Director & Member of Management Board', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
7,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. Paul  Brimmer', 'age': 47, 'title': 'Purchasing Director & Member of Management Board', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
8,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Mr. Tom  Ball', 'age': 46, 'title': 'People Director & Member of Management Board', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
9,Wetherspoon House,Central Park Reeds Crescent,Watford,WD24 4QL,United Kingdom,44 1923 477 777,https://www.jdwetherspoon.com,Restaurants,Consumer Cyclical,"J D Wetherspoon plc owns and operates pubs and hotels in the United Kingdom and the Republic of Ireland. It operates 852 pubs. The company was founded in 1979 and is based in Watford, the United Kingdom.",42748,"{'maxAge': 1, 'name': 'Ms. Hannah  Young', 'age': 41, 'title': 'Deputy Fin. Director & Member of Management Board', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,8,1,10,1693526400,1672444800,86400,2,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,1571875200,0.0,1.251501,12.477612,175,175,32,0,0,1117623296,5.0,9.0,0.604435,8.55152,7.626579,0.0,0.0,USD,2259162880,0.03659,87049179,128750000,0.28774,0.63552,3.065,2.727569,1659225600,1690761600,1674950400,67651000,0.67,1.222,21.5,PNK,EQUITY,JDWPF,JDWPF,WETHERSPOON(J.D.),J D Wetherspoon plc,1345037400,America/New_York,EDT,-14400000,8.36,none,46545000,0.371,105079000,1257255040,0.208,0.323,1849037952,327.075,14.668,0.017970001,0.20617001,136091000,78170752,318240992,0.134,0.09295999,0.05683,0.03085,GBP,
