,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Frank  Goring', 'age': 61, 'title': 'Chairman of Management Board & CEO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 990100, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
1,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Dr. Markus  Warncke', 'age': 53, 'title': 'CFO & Member of Management Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 474100, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
2,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Georg  Lorz', 'title': 'Director of Bathroom & Wellness and Member of Management Board', 'fiscalYear': 2022, 'totalPay': 454300, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
3,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Ms. Gabriele  Schupp', 'title': 'Director of Tableware Division & Member of Management Board', 'fiscalYear': 2022, 'totalPay': 568400, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
4,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Dr. Peter  Domma', 'title': 'Director of Digitalization & IT, Chief Digital Officer and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
5,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Esther  Jehle', 'title': 'Director of HR & Organizational Devel. and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
6,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Susanne  Reiter', 'title': 'Head of Corp. Treasury & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
7,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Ernst-Albrecht  Klahn', 'title': 'Corp. Marketing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
8,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Jorg  Hagmaier', 'title': 'Head of Corp. HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
9,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Katrin  May', 'title': 'Head of PR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.0,17.1,16.8,18.15,17.0,17.1,16.8,18.15,1.2,0.0661,1682294400,0.45970002,1.243243,6.5053763,7.1456695,9946,9946,4710,4843,4843,17.45,17.9,48600,85900,480292544,13.4,23.0,0.5098647,17.933,18.95525,1.2,0.07058824,EUR,419692576,0.073249996,7706380,12417600,0.0,0.06799,13.933,1.3026627,1672444800,1703980800,1688083200,-0.11,69000000,2.79,2.54,0.89,0.446,3.557,GER,EQUITY,VIB3.DE,VIB3.DE,VILLEROY + BOCH AG VZ,Villeroy & Boch AG,921571200,Europe/Berlin,CEST,7200000,18.15,34.5,20.0,27.3,27.3,2.5,buy,2,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
