,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Mr. Stephan  Shakespeare', 'title': 'Co-Founder & Non-Exec. Chair', 'fiscalYear': 2022, 'totalPay': 489782, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
1,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Mr. Alexander George McIntosh', 'age': 45, 'title': 'CFO & Exec. Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 523188, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
2,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Mr. Sundip Singh Chahal', 'age': 47, 'title': 'Chief Bus. Officer & Exec. Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 665020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
3,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Mr. Steve  Hatch', 'age': 52, 'title': 'Chief Exec. Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
4,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Ms. Lynda  Vivian', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
5,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Dr. Richard Douglas Rivers', 'age': 66, 'title': 'Chief Scientist', 'yearBorn': 1956, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
6,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Ms. Tilly  Heald', 'title': 'Chief Governance & Compliance Officer and Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
7,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Mike  Woods', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
8,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Ms. Mounia  Hajji', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
9,50 Featherstone Street,London,EC1Y 8RT,United Kingdom,44 20 7012 6000,https://www.yougov.co.uk,Advertising Agencies,Communication Services,"YouGov plc provides online market research services in the United Kingdom, the United States, Germany, the Nordic countries, the Middle East, Mainland Europe, and the Asia Pacific. It operates through three divisions: Data Products, Data Services, and Custom Research. The Data Products division offers syndicated data products, which are available to clients on a subscription basis. The Data Services division provides clients with fast-turnaround services. The Custom Research division offers a range of quantitative and qualitative research services. It is also involved in the software development. YouGov plc was incorporated in 1998 and is headquartered in London, the United Kingdom.",1650,"{'maxAge': 1, 'name': 'Mr. Anthony  Wells', 'title': 'Head of European Political & Social Research', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,0.09,0.0082,1669852800,0.2893,0.8003,34.833332,1000,1000,16,111,111,1236956032,10.43,11.63986,4.9222283,10.6938,10.850395,0.07,0.0066985646,USD,1115965056,0.10665,90246899,117078000,0.11571,0.70237,1.2,8.708333,1659225600,1690761600,1675123200,1.516,26800000,0.3,4.441,18.787,PNK,EQUITY,YUGVF,YUGVF,YOUGOV,YouGov plc,1367847000,America/New_York,EDT,-14400000,10.45,none,41400000,0.377,59400000,11400000,1.127,1.127,251300000,8.689,2.3,0.12187,0.22077999,187400000,46787500,62600000,1.571,0.298,0.84918,0.23637,0.18265,GBP,
