,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Sumedh S. Thakar', 'age': 46, 'title': 'Pres, CEO & Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1031246, 'exercisedValue': 8389454, 'unexercisedValue': 20180498}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
1,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Ms. Joo Mi  Kim', 'title': 'CFO & Principal Accounting Officer', 'fiscalYear': 2022, 'totalPay': 603582, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
2,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Bruce K. Posey', 'age': 70, 'title': 'Chief Legal Officer & Sec.', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 533821, 'exercisedValue': 4223969, 'unexercisedValue': 2626101}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
3,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Nicolas  Chaillan', 'age': 38, 'title': 'Federal Chief Technology Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
4,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Ishpreet  Singh', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
5,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Blair  King', 'title': 'VP of Investor Relations & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
6,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Tami  Casey', 'title': 'Director of Global Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
7,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Ms. Rima Touma Bruno', 'title': 'Chief Human Resource Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
8,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Jonathan  Trull', 'title': 'Chief Information Security Officer & Sr. VP for Security Solution Architecture', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
9,919 East Hillsdale Boulevard,4th Floor,Foster City,CA,94404,United States,650 801 6100,650 801 6101,https://www.qualys.com,Software—Infrastructure,Technology,"Qualys, Inc. provides cloud-based information technology (IT), security, and compliance solutions in the United States and internationally. The company offers Qualys Cloud Apps, which includes Vulnerability Management; Vulnerability Management, Detection and Response; Threat Protection; Continuous Monitoring; Patch Management; Multi-Vector Endpoint Detection and Response; Certificate Assessment; SaaS Detection and Response; Secure Enterprise Mobility; Custom Assessment and Remediation; Context Extended Detection and Response; Network Detection and Response; Policy Compliance; Security Configuration Assessment; PCI Compliance; File Integrity Monitoring; Security Assessment Questionnaire; Out of-Band Configuration Assessment; Web Application Scanning; Web Application Firewall; Global Asset Inventory; Cybersecurity Asset Management; Certificate Inventory; Cloud Inventory; Cloud Security Assessment; and Container Security. Its integrated suite of IT, security, and compliance solutions delivered on its Qualys Cloud Platform enables customers to identify and manage IT assets, collect, and analyze IT security data, discover, and prioritize vulnerabilities, recommend, and implement remediation actions, and verify the implementation of such actions. The company also provides asset tagging and management, reporting and dashboards, questionnaires and collaboration, remediation and workflow, big data correlation and analytics engine, and alerts and notifications, which enable integrated workflows, management and real-time analysis, and reporting across IT, security, and compliance solutions. The company offers its solutions through its sales teams, as well as through its network of channel partners, such as security consulting organizations, managed service providers, resellers, and consulting firms. It serves enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities. The company was incorporated in 1999 and is headquartered in Foster City, California.",2140,"{'maxAge': 1, 'name': 'Mr. Dilip  Bachwani', 'title': 'CTO & Sr. VP of Qualys Cloud Platform', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,4,8,5,1693526400,1672444800,86400,2,152.54,152.55,149.03,152.55,152.54,152.55,149.03,152.55,0.0,0.605117,48.319355,30.199594,662745,662745,303854,338810,338810,149.84,150.63,900,800,5499105280,101.1,157.88,10.488431,143.1864,125.49305,0.0,0.0,USD,5285556736,0.22978,36009039,36712100,3007685,3106842,1690761600,1693440000,0.08189999,0.02105,0.98732,9.74,0.0941,7.539,19.868681,1672444800,1703980800,1688083200,0.33,120473000,3.1,4.96,4.14,10.081,30.457,NMS,EQUITY,QLYS,QLYS,"Qualys, Inc.","Qualys, Inc.",1348839000,America/New_York,EDT,-14400000,149.79,175.0,104.0,138.69,140.0,2.9,hold,16,349252000,9.513,173540000,34749000,1.285,1.377,524302016,12.544,13.982,0.11846,0.35756,386935000,177996992,204331008,0.418,0.144,0.79524004,0.33099,0.27087998,USD,1.7842
