,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Mr. Lasse  Kristoffersen', 'age': 50, 'title': 'CEO & Pres', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 888322, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
1,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Mr. Torbjorn Mogard Wist', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 957000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
2,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Ms. Wenche Marie Agerup', 'age': 58, 'title': 'Chief People & Corp. Affairs Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 366009, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
3,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Mr. Thomas  Wilhelmsen', 'age': 48, 'title': 'Deputy CEO & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
4,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Mr. Michael  Hynekamp', 'title': 'Chief Operating Officer of Logistics Services', 'fiscalYear': 2022, 'totalPay': 1110000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
5,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Mr. Xavier  Leroi', 'title': 'Chief Operating Officer of Shipping Services', 'fiscalYear': 2022, 'totalPay': 82000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
6,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Ms. Gro  Rognstad', 'title': 'Acting Chief Technology & Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
7,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Ms. Anette  Orsten', 'title': 'VP of Global Treasury & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
8,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Anette Maltun Koefoed', 'title': 'Chief Communications & Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
9,Strandveien 20,Lysaker,1366,Norway,47 67 82 57 00,https://www.walleniuswilhelmsen.com,Marine Shipping,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, transports and handle cars, tractors, trains, and windmills. It operates through three segments: Shipping Services, Logistics Services, and Government Services. The company provides liner services through a fleet of modern and versatile RoRo vessels, which carry a mix of products, such as auto, construction, mining, agriculture machinery, and breakbulk products. In addition, it offers inland transportation services, as well as operates vehicle and equipment processing centres and inland distribution networks. The company serves agriculture, automotive, aviation, boats and yachts, breakbulk, commercial vehicles, construction, machinery and machine tools, mining, oil and gas, power and energy, and rail industries. It operates approximately 125 vessels servicing 15 trade routes. The company was founded in 1861 and is based in Lysaker, Norway.",8875,"{'maxAge': 1, 'name': 'Ms. Benedicte Teigen Gude', 'title': 'Group Sr. VP of HR & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.615,7.72,7.55,7.72,7.615,7.72,7.55,7.72,0.78,0.103599995,1699488000,0.28149998,1.739114,4.0159574,150,150,64,15,15,7.55,7.78,3267390976,4.97,9.75,0.6208229,6.7609,7.190875,0.85,0.111621805,EUR,6079599104,0.16378,100971315,422740000,0.76319003,0.11585,7.669,0.984483,1672444800,1703980800,1688083200,1.838,862000000,1.88,1.155,4.254,FRA,EQUITY,WNL.F,WNL.F,"WALLENIUS WILHEL. NK 0,52",Wallenius Wilhelmsen ASA,1305525600,Europe/Berlin,CEST,7200000,7.55,none,1346000000,3.182,1428999936,3801999872,1.224,1.437,5263000064,105.552,12.449,0.0923,0.30125,1588000000,1080875008,1719000064,1.834,0.094,0.34999,0.27152002,0.23048,USD,
