,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Mr. Shigenobu  Nagamori', 'age': 78, 'title': 'Founder, Chairman & CEO', 'yearBorn': 1944, 'fiscalYear': 2023, 'totalPay': 569520, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
1,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Mr. Hiroshi  Kobe', 'age': 73, 'title': 'Pres, COO & Representative Director', 'yearBorn': 1949, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
2,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Akinobu  Samura', 'title': 'Sr. VP & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
3,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Toshihiko  Koseki', 'title': 'Exec. VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
4,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Maki  Okajima', 'title': 'VP & Chief Information Security Management Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
5,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Mr. Fumiaki  Ushio', 'age': 64, 'title': 'Sr. VP, Chief Admin. Officer & Chief Compliance Officer', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
6,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Mr. Masahiro  Nagayasu', 'title': 'Gen. Mang. of Investor Relations Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
7,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Toru  Takahashi', 'title': 'Sr. VP, Chief Sales Officer & Chief Performance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
8,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Mr. Tatsuya  Nishimoto', 'age': 66, 'title': 'Exec. VP and Exec. GM of Machinery & Automation Bus. Unit', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
9,338 Kuzetonoshiro-cho,Minami-ku,Kyoto,601-8205,Japan,81 7 5922 1111,81 7 5935 6101,https://www.nidec.com,Specialty Industrial Machinery,Industrials,"Nidec Corporation, together with its subsidiaries, develops, manufactures, and sells motors, electronics and optical components, and other related products in Japan and internationally. The company offers medium- and large-size motors, small-size and precision motors, motor-related products, units and modules, automotive components, mechanical equipment/machine tools, inspection and measuring equipment, electronic devices, sensors, and other products, as well as mold, molding, cutting, and machining components. Its products are used for applications in robotics, IoT products, automotive components, home appliances, logistics/agriculture, information technology, office automation, mobile optical components, medical and health care products, housing equipment, commercial and professional products, industrial machinery, and processing/inspection equipment. The company was incorporated in 1973 and is headquartered in Kyoto, Japan..",106592,"{'maxAge': 1, 'name': 'Mr. Kazuya  Hayafune', 'age': 63, 'title': 'SVP, Deputy Exec. GM, GM of Bus. Group 1 of Automotive Motor & Electronic Control Bus.', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,6,4,1693526400,1703980800,86400,2,46.41,46.82,46.82,46.82,46.41,46.82,46.82,46.82,0.47,0.0101,1695859200,0.5769,0.72,1.12012,60.805195,111,111,48,11,11,46.67,47.61,10000,10000,27147827200,43.64,64.04,0.01196725,48.9422,49.04075,70.0,1.5082957,EUR,527790800896,0.029849999,484727394,575072000,0.13354,0.48293,2643.933,0.017708465,1680220800,1711843200,1688083200,0.55,69558001664,0.77,2:1,1585699200,0.233,2.231,FRA,EQUITY,NIB.F,NIB.F,NIDEC CORP.,Nidec Corporation,1078988400,Europe/Berlin,CEST,7200000,46.82,none,208778002432,363.345,236611993600,689306992640,0.981,1.721,2268510027776,44.773,3947.154,0.02411,0.04559,413201000000,-29693874176,200705998848,0.559,0.048,0.18932,0.1043,0.05095,JPY,0.4904
