,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Dr. Yamunadutt Amilal Agrawal M.D.', 'age': 77, 'title': 'Founder & Chairman', 'yearBorn': 1945, 'fiscalYear': 2023, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
1,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Mr. Amit Yamunadutt Agrawal', 'age': 45, 'title': 'Exec. Vice Chairman & MD', 'yearBorn': 1977, 'fiscalYear': 2023, 'totalPay': 18000000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
2,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Mr. Vikram Pushpak Oza C.A.', 'age': 63, 'title': 'CFO & Non-Exec. Non-Independent Director', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 1200000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
3,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Ms. Chetna Prabhat Kumar Dharajiya', 'title': 'Company Sec., Compliance Officer & Nodal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
4,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Dharmendra Lalbhai Patel', 'age': 58, 'title': 'VP of HR & Admin.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
5,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Seema  Ramchandani', 'age': 43, 'title': 'Corp. HR Head', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
6,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Nishant  Giri', 'age': 43, 'title': 'Marketing Exec.', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
7,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'Rajan Jyotishchandra Patel', 'age': 64, 'title': 'Marketing Exec.', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
8,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'G. D. Patel', 'age': 51, 'title': 'Exec. Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
9,Jindal House,"Opp. D-Mart, I.O.C. Petrol Pump Lane Shivranjani Shyamal 132 Ft Ring Road Satellite",Ahmedabad,380015,India,91 79 7100 1500,91 79 2644 0603,https://www.jindaltextiles.com,Textile Manufacturing,Consumer Cyclical,"Jindal Worldwide Limited, together with its subsidiaries, manufactures and sells textile products in India and internationally. The company offers denim products, bottom weight fabrics, shirting fabrics, yarn dyed fabrics, and bed sheets. It also engages in electric two-wheeler business. The company was incorporated in 1986 and is based in Ahmedabad, India.",2769,"{'maxAge': 1, 'name': 'N. R. Malek', 'age': 41, 'title': 'Exec. Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,375.25,375.95,368.6,389.0,375.25,375.95,368.6,389.0,0.2,0.0005,1690761600,0.0229,0.184507,87.79176,81.62766,2219,2219,40682,8037,8037,385.0,383.6,0,0,76929499136,246.95,477.0,4.1776423,357.838,357.53424,0.0,0.0,INR,82181586944,0.04763,12265833,200520000,0.9382,0.00016000001,32.415,11.835569,1680220800,1711843200,1688083200,-0.672,877043008,4.37,4.7,5:1,1540944000,4.463,39.252,BSE,EQUITY,JINDWORLD.BO,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Jindal Worldwide Limited,1176090300,Asia/Kolkata,IST,19800000,383.65,180.0,180.0,180.0,180.0,none,1,3121794048,15.568,2093668224,8373722112,18414573568,128.831,91.736,6853756000,-0.673,-0.358,0.33301997,0.1137,0.094790004,INR,
