,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. Rune Olav Pedersen', 'age': 52, 'title': 'Pres & CEO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1064237, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
1,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. Gottfred  Langseth', 'age': 56, 'title': 'CFO & Exec. VP', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 649872, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
2,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. Robert James Adams', 'age': 46, 'title': 'Exec. VP of Operations', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 548430, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
3,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. Nathan  Oliver', 'age': 56, 'title': 'Exec. VP of Sales & Services', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 572921, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
4,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Ms. Anette  Valbo', 'title': 'Bid Mang. & Employee Elected Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
5,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Ms. Berit  Osnes', 'age': 58, 'title': 'Exec. VP of New Energy', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 524355, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
6,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Ms. Gunhild  Myhr', 'title': 'VP of Bus. Devel. for Europe & Employee Elected Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
7,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. Eivind  Versteras', 'title': 'Special Projects Mang. of Operations Division & Employee Elected Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
8,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. David John Dakin', 'title': 'Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
9,Lilleakerveien 4C,Oslo,0283,Norway,47 67 52 64 00,https://www.pgs.com,Oil & Gas Equipment & Services,Energy,"PGS ASA, together with its subsidiaries, operates as a marine geophysical company primarily in Norway. The company provides a range of seismic and reservoir services, including data acquisition, imaging, interpretation, and field evaluation to oil and gas companies, as well as carbon storage and offshore wind markets. It also operates in the Asia Pacific, Canada, Egypt, the Americas, Angola, the United Kingdom, Greece, Cyprus, Ukraine, Brazil, South Africa, other African countries, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",900,"{'maxAge': 1, 'name': 'Mr. Erik  Ewig', 'title': 'Sr. VP of Technology & Digitalization', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,2,1,1,1693526400,1672444800,86400,4,0.8197,0.8028,0.8028,0.8028,0.8197,0.8028,0.8028,0.8028,1431648000,0.0,2.428303,100,100,8456,3510,3510,729523584,0.49,1.13,1.0213126,0.7044,0.74295,0.0,0.0,USD,1461332352,-0.0987,866275031,908723968,0.11309,0.32082,0.488,1.645082,1672444800,1703980800,1688083200,-70500000,-0.08,2.046,4.652,PNK,EQUITY,PGEJF,PGEJF,PGS ASA,PGS ASA,1069425000,America/New_York,EDT,-14400000,0.8028,none,137100000,0.151,314100000,853100032,0.633,0.769,714300032,192.313,0.862,0.03941,-0.1817,500400000,158212496,498100000,-0.43,0.53423,0.43973,0.15498,USD,
